survey_id,shop_id,mobis_code,interaction_date,response_date,rating,verbatim,vendor_id,audience_type,customer_type,channel,case_type,case_level_1,case_level_2,case_level_3,source_system,is_mappable
226.944.764,668c002f2367efeb9c009768,MOBIS478,2025-11-15,2025-11-17,5,,17050,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.944.887,,MOBIS510,2025-11-15,2025-11-17,4,,18339,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.944.891,668c002e23641fa926009764,MOBIS295,2025-11-15,2025-11-17,3,,21667,SUBSCRIPTION,FIRMS,OSO,New Activation,,,,Activation,True
226.944.947,,,2025-11-15,2025-11-17,5,,18593,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.944.963,668c00323a1fa1f996009788,MOBIS479,2025-11-15,2025-11-17,5,,15604,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.944.979,668c00343a0e689bf0009798,MOBIS480,2025-11-15,2025-11-17,5,,17936,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.944.992,,MOBIS513,2025-11-15,2025-11-17,5,service rapide et efficace,18850,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.945.021,668c00333a1f9c337500978b,MOBIS421,2025-11-15,2025-11-17,5,,18215,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.029,,MOBIS533,2025-11-15,2025-11-17,5,"service rapide et efficace, mise en service rapide et personnel aimable",21076,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.945.049,668c002e3a0d882276009762,MOBIS296,2025-11-15,2025-11-17,5,,18813,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.128,668c0031160e5c0f00009780,MOBIS293,2025-11-15,2025-11-17,5,,21318,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.149,668c002e23671931d9009760,MOBIS492,2025-11-15,2025-11-17,4,,17067,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.945.348,668c002e3a1f25af66009765,MOBIS381,2025-11-15,2025-11-17,5,tevreden klant. alles naar wens.,16543,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.945.349,668c00333a1f9c337500978b,MOBIS421,2025-11-15,2025-11-17,5,,16213,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.378,668c00312367f184dc00977a,MOBIS348,2025-11-15,2025-11-17,5,"nik leka , pran leka edhe cek leka",10964,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.945.403,,,2025-11-14,2025-11-17,5,,17369,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.945.497,668c0037236ac63d970097b5,MOBIS472,2025-11-15,2025-11-17,5,,19402,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.514,,,2025-11-15,2025-11-17,5,,14300,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.945.600,668c0032236ab3f452009782,MOBIS403,2025-11-15,2025-11-17,5,,17062,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.607,668c00373a0e6e98440097b6,MOBIS504,2025-11-15,2025-11-17,5,vriendelijke personeel en snelle afgandeling van mijn vraag,18306,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.945.657,668c0032236ab3f452009782,MOBIS403,2025-11-15,2025-11-17,5,,17062,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.705,668c0034236416f1b3009796,MOBIS273,2025-11-14,2025-11-17,5,"i was well attended to,with the jovial nature of the worker. it was a customer service.",20883,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.708,668c002e3a0d882276009762,MOBIS296,2025-11-15,2025-11-17,5,,16219,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.744,,,2025-11-15,2025-11-17,5,,17213,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,Tariff Change,,,,Activation,False
226.945.748,668c00372364917bbb0097b4,MOBIS468,2025-11-15,2025-11-17,5,door de super ontvangst uitleg. hebben ons direct klant gemaakt met dank aan edgard.,17121,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.845,668c0034236a9853fa00979b,MOBIS471,2025-11-15,2025-11-17,5,,19404,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.945.916,668c00332367285bf5009791,MOBIS469,2025-11-15,2025-11-17,2,,17621,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.945.953,,MOBIS524,2025-11-15,2025-11-17,5,,20948,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,False
226.946.012,668c0031160e5c0f00009780,MOBIS293,2025-11-15,2025-11-17,5,,17981,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.118,668c002f3a1f83e97e00976a,MOBIS455,2025-11-15,2025-11-17,5,,9934,SUBSCRIPTION,SUBSCRIBERS,OSO,,,,,Activation,True
226.946.132,668c00373a0e6e98440097b6,MOBIS504,2025-11-15,2025-11-17,5,"proces was snel gegaan en was zeer makkelijk te volgen, alvast bedankt voor alles",18306,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.153,668c003023673b2a0d009776,MOBIS351,2025-11-15,2025-11-17,3,,17572,SUBSCRIPTION,SUBSCRIBERS,OSO,,,,,Activation,True
226.946.162,668c0031236ad1aa7200977d,MOBIS494,2025-11-15,2025-11-17,5,,21266,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.173,,MOBIS534,2025-11-15,2025-11-17,5,,20961,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.946.183,668c002f2367e064f500976d,MOBIS484,2025-11-15,2025-11-17,5,,17063,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.211,,,2025-11-15,2025-11-17,5,,18456,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.946.264,,MOBIS512,2025-11-15,2025-11-17,5,,18444,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.946.270,,MOBIS516,2025-11-15,2025-11-17,5,,20488,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.946.318,,,2025-11-15,2025-11-17,4,,stepro1314,SUBSCRIPTION,SUBSCRIBERS,Buying group,New Activation,,,,Activation,False
226.946.348,,,2025-11-15,2025-11-17,5,bonne explication,jonszc5277,SUBSCRIPTION,SUBSCRIBERS,Buying group,SIM Renewal,,,,Activation,False
226.946.357,,,2025-11-15,2025-11-17,5,,mahpad6816,SUBSCRIPTION,SUBSCRIBERS,Retail MediaMarkt,New Activation,,,,Activation,False
226.946.371,,,2025-11-14,2025-11-17,5,,ssn.omega028,SUBSCRIPTION,SUBSCRIBERS,SMART,New Activation,,,,Activation,False
226.773.487,,,2025-10-25,2025-11-18,4,3,14333,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,Tariff Change,,,,Activation,False
226.833.960,668c00342369bf0ede00979a,MOBIS324,2025-11-03,2025-11-18,1,,18882,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.923.241,668c00372364917bbb0097b4,MOBIS468,2025-11-13,2025-11-18,5,,21285,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.924.160,668c00332367285bf5009791,MOBIS469,2025-11-13,2025-11-18,5,,16850,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.925.538,,,2025-11-13,2025-11-18,4,,21291,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.939.156,668c0032160ea4433f009784,MOBIS495,2025-11-14,2025-11-18,5,vriendelijke en uitstekende klantenservice en dienst na verkoop.,17494,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.939.491,668c002f2367efeb9c009768,MOBIS478,2025-11-14,2025-11-18,5,,17051,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,OTHER,Purchase,True
226.939.740,,MOBIS528,2025-11-14,2025-11-18,5,pour le service,20949,Prospect,,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,False
226.939.851,668c002f2367e064f500976d,MOBIS484,2025-11-14,2025-11-18,5,,9512,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.939.921,,MOBIS523,2025-11-14,2025-11-18,5,,20950,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.939.967,668c00353a0d1c82760097a6,MOBIS199,2025-11-14,2025-11-18,5,,17276,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.940.209,668c002f3a1f83e97e00976a,MOBIS455,2025-11-14,2025-11-18,5,,21613,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.940.242,,,2025-11-14,2025-11-18,5,,17298,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.940.897,668c00312367f184dc00977a,MOBIS348,2025-11-14,2025-11-18,5,,10964,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.941.061,668c002e3a1f25af66009765,MOBIS381,2025-11-14,2025-11-18,5,"snelle , correcte oplossing vh probleem",6642,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.942.821,,MOBIS525,2025-11-15,2025-11-18,5,,20954,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Charger,Desktop charger,Purchase,False
226.942.831,668c002f3a1f83e97e00976a,MOBIS455,2025-11-15,2025-11-18,5,,18403,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.943.034,668c00353a0d1c82760097a6,MOBIS199,2025-11-15,2025-11-18,5,,16488,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,APPLE REFURBISHED,Purchase,True
226.943.757,668c0031160e7a84cc00977b,MOBIS459,2025-11-15,2025-11-18,5,,16676,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.943.824,668c002f161139e41c009770,MOBIS502,2025-11-15,2025-11-18,5,"perfecte uitleg gekregen over ons vragen wat we hadden, topservice!",21411,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.943.952,,MOBIS525,2025-11-15,2025-11-18,5,efficace - poli et attentif aux questions posees-competent,20954,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,False
226.944.112,668c0034236a9853fa00979b,MOBIS471,2025-11-15,2025-11-18,5,,19404,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.944.571,668c0036160ec145c30097a8,MOBIS440,2025-11-15,2025-11-18,3,,15488,SUBSCRIPTION,FIRMS,OSO,,,,,Activation,True
226.945.077,668c00373a0e6e98440097b6,MOBIS504,2025-11-15,2025-11-18,5,,18306,SUBSCRIPTION,SUBSCRIBERS,OSO,,,,,Activation,True
226.945.346,,,2025-11-15,2025-11-18,5,,12463,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,New Activation,,,,Activation,False
226.945.376,668c002f3a1f83e97e00976a,MOBIS455,2025-11-15,2025-11-18,5,bon commercial - thomas- transparent,20879,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.945.854,668c0032236ab3f452009782,MOBIS403,2025-11-15,2025-11-18,5,,21670,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.945.868,668c002f1610eef050009769,MOBIS402,2025-11-15,2025-11-18,5,oui,17086,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.090,668c0034236a9853fa00979b,MOBIS471,2025-11-15,2025-11-18,5,,21147,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.950.306,668c002f3a1f83e97e00976a,MOBIS455,2025-11-16,2025-11-18,5,"very efficient, kind and professional attitude by the employees and security",18403,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.950.357,668c002f161139e41c009770,MOBIS502,2025-11-16,2025-11-18,5,"goede uitleg, vriendelijke service",20996,SUBSCRIPTION,SUBSCRIBERS,OSO,,,,,Activation,True
226.950.361,668c002f3a1fd9b4ae00976f,MOBIS301,2025-11-16,2025-11-18,5,,9911,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.950.386,668c00353a0d1c82760097a6,MOBIS199,2025-11-16,2025-11-18,5,,16488,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.950.402,,MOBIS515,2025-11-16,2025-11-18,5,,18438,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.950.406,,MOBIS512,2025-11-16,2025-11-18,5,,18443,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.950.408,668c002f3a1f83e97e00976a,MOBIS455,2025-11-16,2025-11-18,5,,21615,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.950.425,668c00372364917bbb0097b4,MOBIS468,2025-11-15,2025-11-18,5,,17869,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.950.426,,MOBIS519,2025-11-16,2025-11-18,5,,21604,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.715.428,,,2025-10-18,2025-11-19,5,,21291,SUBSCRIPTION,SUBSCRIBERS,TZ Carrefour,SIM Renewal,,,,Activation,False
226.858.525,668c00351611d65fe10097a0,MOBIS344,2025-11-05,2025-11-19,5,personnel accueillant et efficace,18082,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.912.069,,MOBIS513,2025-11-12,2025-11-19,5,,18287,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.915.728,,,2025-11-12,2025-11-19,5,,chroba6868,SUBSCRIPTION,FIRMS,Retail MediaMarkt,New Activation,,,,Activation,False
226.939.188,668c0030160ed08d20009777,MOBIS496,2025-11-14,2025-11-19,4,,21144,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Charger,Charger,Purchase,True
226.939.838,668c002f161105953e00976b,MOBIS501,2025-11-14,2025-11-19,5,,17956,SUBSCRIPTION,SUBSCRIBERS,OSO,Takeover,,,,Activation,True
226.940.196,668c00373a0e6e98440097b6,MOBIS504,2025-11-14,2025-11-19,4,,18306,SUBSCRIPTION,SUBSCRIBERS,OSO,SIM Renewal,,,,Activation,True
226.940.250,668c002f2367efeb9c009768,MOBIS478,2025-11-14,2025-11-19,5,,17051,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.941.077,668c0037236ac63d970097b5,MOBIS472,2025-11-14,2025-11-19,5,,21170,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.942.310,,,2025-11-14,2025-11-19,5,,dimcym7121,SUBSCRIPTION,SUBSCRIBERS,Buying group,New Activation,,,,Activation,False
226.942.705,668c0032236a92f788009786,MOBIS474,2025-11-15,2025-11-19,5,,21672,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.943.613,668c00353a0d1c82760097a6,MOBIS199,2025-11-15,2025-11-19,5,,17930,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.943.646,668c0034236a9853fa00979b,MOBIS471,2025-11-15,2025-11-19,4,,17044,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,True
226.944.016,,MOBIS515,2025-11-15,2025-11-19,5,,18412,SUBSCRIPTION,SUBSCRIBERS,OSO,Tariff Change,,,,Activation,False
226.944.834,,MOBIS523,2025-11-15,2025-11-19,5,,20946,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,False
226.946.226,668c0035236a166eee0097a4,MOBIS506,2025-11-15,2025-11-19,5,"prettige medewerkers, goede service en adviezen , en snel geholpen.",17980,SUBSCRIPTION,SUBSCRIBERS,OSO,New Activation,,,,Activation,True
226.946.273,668c00351611d65fe10097a0,MOBIS344,2025-11-15,2025-11-19,5,,18082,SUBSCRIPTION,SUBSCRIBERS,OSO,Service Management,,,,Activation,True
226.952.436,668c002f2367efeb9c009768,MOBIS478,2025-11-17,2025-11-19,5,,17051,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.952.441,668c0032236a92f788009786,MOBIS474,2025-11-17,2025-11-19,5,,19407,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.452,668c002e3a1f0d5573009761,MOBIS498,2025-11-17,2025-11-19,5,,8586,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,OTHER,Purchase,True
226.952.488,,MOBIS525,2025-11-17,2025-11-19,2,,19433,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,False
226.952.493,668c0032236ab3f452009782,MOBIS403,2025-11-17,2025-11-19,5,,17048,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.499,668c0034236a9853fa00979b,MOBIS471,2025-11-17,2025-11-19,2,,17041,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.525,668c002f2367efeb9c009768,MOBIS478,2025-11-17,2025-11-19,5,,17030,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Charger,Charger,Purchase,True
226.952.526,,MOBIS521,2025-11-17,2025-11-19,5,,21669,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase,False
226.952.527,668c002e3a0d882276009762,MOBIS296,2025-11-17,2025-11-19,5,,17862,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Audio,Headset,Purchase,True
226.952.533,668c00343a0e689bf0009798,MOBIS480,2025-11-17,2025-11-19,5,,17936,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.536,668c002f1610eef050009769,MOBIS402,2025-11-17,2025-11-19,4,,19427,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.952.548,668c0031160e7a84cc00977b,MOBIS459,2025-11-17,2025-11-19,5,heel vriendelijk en mij goed geholpen,21480,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.558,668c003023673b2a0d009776,MOBIS351,2025-11-17,2025-11-19,5,,18629,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.565,668c00333a1f4b047d009793,MOBIS503,2025-11-17,2025-11-19,5,ik vond de service heel goed altijd tevreden geweest bij jullie daarom deze score,21624,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.569,668c00323a1fa1f996009788,MOBIS479,2025-11-17,2025-11-19,5,,20499,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.571,668c00312367f184dc00977a,MOBIS348,2025-11-17,2025-11-19,5,,17957,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.586,668c00323a1fa1f996009788,MOBIS479,2025-11-17,2025-11-19,3,,20499,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.588,668c002e23671931d9009760,MOBIS492,2025-11-17,2025-11-19,4,,17067,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.952.603,,MOBIS528,2025-11-17,2025-11-19,5,,20953,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.604,,MOBIS530,2025-11-17,2025-11-19,3,,19425,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.952.619,668c00333a1f9c337500978b,MOBIS421,2025-11-17,2025-11-19,5,,18436,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.620,668c00323a1fa1f996009788,MOBIS479,2025-11-17,2025-11-19,4,,20499,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.952.625,,MOBIS533,2025-11-17,2025-11-19,4,,21079,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,False
226.952.634,,MOBIS513,2025-11-17,2025-11-19,5,,21387,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.635,,MOBIS516,2025-11-17,2025-11-19,5,,20488,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,False
226.952.666,,MOBIS520,2025-11-17,2025-11-19,5,,18442,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.668,,MOBIS523,2025-11-17,2025-11-19,4,,19417,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.671,,MOBIS530,2025-11-17,2025-11-19,4,,19425,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.682,668c00343a0e689bf0009798,MOBIS480,2025-11-17,2025-11-19,5,employee serviable et competente,17936,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.703,668c0032236a92f788009786,MOBIS474,2025-11-17,2025-11-19,5,,19407,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.707,,MOBIS510,2025-11-17,2025-11-19,5,"zeer vriendelijke medewerker, herkent ons als klant van eerdere aankopen, zeer duidelijke info, gaf ook de lopende promotie door.",18336,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.710,668c0037236417d8e80097b8,MOBIS497,2025-11-17,2025-11-19,5,,17006,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.952.713,668c002f1610eef050009769,MOBIS402,2025-11-17,2025-11-19,5,,17993,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase,True
226.952.714,668c0031160e7a84cc00977b,MOBIS459,2025-11-17,2025-11-19,5,"uitleg van nieuw toestel was top, van deze medewerker.",17647,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
226.952.722,668c00372364917bbb0097b4,MOBIS468,2025-11-17,2025-11-19,4,,17121,SUBSCRIPTION,SUBSCRIBERS,OSO,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase,True
226.952.726,668c0034236416f1b3009796,MOBIS273,2025-11-17,2025-11-19,5,,16157,SUBSCRIPTION,SUBSCRIBERS,OSO,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase,True
226.952.728,668c003023673b2a0d009776,MOBIS351,2025-11-17,2025-11-19,5,,18629,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Charger,Charger,Purchase,True
226.952.730,668c002d3a1f37593d00975c,MOBIS486,2025-11-17,2025-11-19,5,,17056,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.731,,MOBIS513,2025-11-17,2025-11-19,5,,17475,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.952.732,6765461c5e2a75c344058337,MOBIS271,2025-11-17,2025-11-19,5,,18416,SUBSCRIPTION,SUBSCRIBERS,OSO,Connected Objects,Connected Objects,Sport and entertainment,Sport and entertainment,Purchase,True
226.952.760,668c0032236a76f08500978a,MOBIS439,2025-11-17,2025-11-19,5,omdat ze super vriendelijk was en me zeer goed geholpen heeft met mijn nieuwe aankoop van een telefoon,21598,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.763,668c002f23697ff3bb009767,MOBIS294,2025-11-17,2025-11-19,5,"verkoopster was heel vriendelijk, hulpvaardig, gaf veel en duidelijke info. het voelde alsof ik op vriendenbezoek was. helemaal top!",17551,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,True
226.952.765,668c00372364917bbb0097b4,MOBIS468,2025-11-17,2025-11-19,5,,21430,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase,True
226.952.768,,MOBIS512,2025-11-17,2025-11-19,5,,18435,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Apple,Purchase,False
226.952.777,668c002d3a1f37593d00975c,MOBIS486,2025-11-17,2025-11-19,5,bel accueil sourire charmant,17057,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Connectivity,datacable,Purchase,True
226.952.790,668c00333a0e76cce300978c,MOBIS369,2025-11-17,2025-11-19,5,"vriendelijk, behulpzaam en professioneel",13462,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.797,,MOBIS523,2025-11-17,2025-11-19,5,,20950,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,False
226.952.828,668c00333a1f4b047d009793,MOBIS503,2025-11-17,2025-11-19,3,,21624,SUBSCRIPTION,SUBSCRIBERS,OSO,STANDALONE,STANDALONE,Standalone,Samsung,Purchase,True
226.952.845,668c002e3a1f0d5573009761,MOBIS498,2025-11-17,2025-11-19,4,,19428,SUBSCRIPTION,SUBSCRIBERS,OSO,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase,True
