Response Date,Interaction date,SHOP_Shop Name + Aramis code,SHOP_Vendor,Satisfaction score (score on scale from 1 to 5),Verbatim,Respondent ID,SHOP_Shop AudienceName,SHOP_City,SHOP_Customer Type,SHOP_Channel,SHOP_Direction,SHOP_Mainchain,SHOP_Case type,SHOP_Case level 1,SHOP_Case level 2,SHOP_Case level 3,SHOP_Source file
13/11/2025,18/10/2025,ORANGE SHOP AYWAILLE - MOBIS490,16015,5,tres satisfait,226.713.842,SUBSCRIPTION,B- 4920,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
13/11/2025,22/10/2025,ORANGE SHOP DINANT - MOBIS532,21082,5,,226.743.932,Prospect,B- 5500,N/A,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM PREPAID,N/A,N/A,N/A,Activation
13/11/2025,28/10/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20955,1,,226.785.425,Prospect,B- 4000,N/A,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Connectivity,datacable,Purchase
13/11/2025,03/11/2025,ORANGE SHOP MAASMECHELEN SHOPPING CENTER - MOBIS373,12737,5,,226.833.554,SUBSCRIPTION,B- 3630,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
13/11/2025,05/11/2025,ORANGE SHOP WOLUWE SHOPPING CENTER - MOBIS520,21202,5,,226.857.060,SUBSCRIPTION,B- 1200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
13/11/2025,07/11/2025,ORANGE SHOP CHARLEROI VILLE 2 SHOPPING CENTER - MOBIS296,18813,5,,226.883.698,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
13/11/2025,07/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,17283,5,"hele goede service klantvriendelijkheid, goed geholpen geweest",226.883.992,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
13/11/2025,07/11/2025,ORANGE SHOP AYWAILLE - MOBIS490,17065,5,,226.886.237,SUBSCRIPTION,B- 4920,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
13/11/2025,07/11/2025,ORANGE SHOP MECHELEN - MOBIS507,17970,4,,226.887.200,SUBSCRIPTION,B- 2800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
13/11/2025,08/11/2025,ORANGE SHOP KORTRIJK - MOBIS467,21406,4,,226.891.303,SUBSCRIPTION,B- 8500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,12194,5,,226.897.536,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
13/11/2025,10/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,17769,3,,226.897.674,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
13/11/2025,10/11/2025,ORANGE SHOP MONS GRANDS PRES SHOPPING CENTER - MOBIS471,19408,5,,226.897.799,SUBSCRIPTION,B- 7000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
13/11/2025,10/11/2025,ORANGE SHOP ANDENNE - MOBIS489,20943,5,,226.897.803,SUBSCRIPTION,B- 5300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Charger,Desktop charger,Purchase
13/11/2025,10/11/2025,ORANGE SHOP MARCHE-EN-FAMENNE - MOBIS487,17056,4,,226.897.987,SUBSCRIPTION,B- 6900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
13/11/2025,10/11/2025,ORANGE SHOP UCCLE ALSEMBERG - MOBIS516,17027,5,,226.898.022,SUBSCRIPTION,B- 1180,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
13/11/2025,10/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,20511,4,,226.898.387,Prospect,B- 1000,N/A,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM PREPAID,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE CARREFOUR AUDERGHEM - MCOAT056,18463,4,,226.898.904,SUBSCRIPTION,B- 1160,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,Service Management,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP BLANKENBERGE - MOBIS440,16543,5,,226.899.270,SUBSCRIPTION,B- 8370,FIRMS,OSO,Orange shops,MOBISTAR OWNED SHOPS,N/A,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP NALINNES - MOBIS472,21170,5,,226.900.166,SUBSCRIPTION,B- 6120,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,17572,5,,226.900.721,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,18629,3,,226.900.916,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP ANDENNE - MOBIS489,20943,5,,226.901.293,SUBSCRIPTION,B- 5300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
13/11/2025,11/11/2025,ORANGE SHOP TOURNAI BASTION - MOBIS351,18629,3,,226.908.802,SUBSCRIPTION,B- 7500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
13/11/2025,11/11/2025,ORANGE SHOP MARCHE-EN-FAMENNE - MOBIS487,17056,5,,226.908.815,SUBSCRIPTION,B- 6900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
13/11/2025,10/11/2025,ORANGE SHOP BRUGGE SINT-KRUIS - MOBIS439,21385,5,,226.908.846,SUBSCRIPTION,B- 8310,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Tariff Change,N/A,N/A,N/A,Activation
14/11/2025,23/10/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,17062,5,,226.754.722,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
14/11/2025,04/11/2025,ORANGE CARREFOUR ARLON - MCOAT074,12507,5,professionnalisme. expertise. sympathique. serviable. excellent agent,226.846.324,SUBSCRIPTION,B- 6700,SUBSCRIBERS,TZ Carrefour,Indirect channels,MOBISTAR TRAFFIC ZONE CARREFOUR,SIM Renewal,N/A,N/A,N/A,Activation
14/11/2025,05/11/2025,ORANGE SHOP CHARLEROI RIVE GAUCHE SHOPPING - MOBIS479,16076,5,,226.855.436,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,05/11/2025,ORANGE SHOP LIEGE PONT D'ILE - MOBIS402,17086,5,,226.857.984,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
14/11/2025,06/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,17283,5,parce que moi.ancienne independante ils sont bien a leurs places marie-celeste,226.869.416,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
14/11/2025,07/11/2025,ORANGE SHOP ATH - MOBIS497,17571,5,bonne accueille et sympa,226.884.058,SUBSCRIPTION,B- 7800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,07/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,19433,5,la sympatie et le savoir faire de la dame,226.885.675,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,Service Management,N/A,N/A,N/A,Activation
14/11/2025,08/11/2025,ORANGE SHOP MONS GRANDS PRES SHOPPING CENTER - MOBIS471,21147,5,,226.889.404,SUBSCRIPTION,B- 7000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
14/11/2025,08/11/2025,ORANGE SHOP BRUXELLES ANSPACH - MOBIS514,17421,5,,226.889.694,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
14/11/2025,08/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,21641,5,ik ben heel goed geholpen en ze zijn heel klant vriendelijk,226.890.764,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,New Activation,N/A,N/A,N/A,Activation
14/11/2025,10/11/2025,ORANGE SHOP IEPER - MOBIS459,17647,3,,226.897.796,SUBSCRIPTION,B- 8900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,10/11/2025,ORANGE SHOP DENDERMONDE - MOBIS457,17719,5,,226.897.920,SUBSCRIPTION,B- 9200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,10/11/2025,ORANGE SHOP BREE - MOBIS509,21204,3,lange wachttijd,226.900.882,SUBSCRIPTION,B- 3960,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,SIM Renewal,N/A,N/A,N/A,Activation
14/11/2025,12/11/2025,ORANGE SHOP BONCELLES - MOBIS488,17082,5,,226.911.826,SUBSCRIPTION,B- 4100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LIEGE MEDIACITE - MOBIS530,20480,3,,226.911.827,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,OTHER,Purchase
14/11/2025,12/11/2025,ORANGE SHOP CHARLEROI VILLE 2 - CELLULE 10006 - MOBIS552,17081,5,,226.911.832,SUBSCRIPTION,B- 6000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP GENT LANGEMUNT - MOBIS273,18036,5,,226.911.847,SUBSCRIPTION,B- 9000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Battery,Battery Apple orig,Purchase
14/11/2025,12/11/2025,ORANGE SHOP OOSTENDE - MOBIS381,6642,5,,226.911.850,SUBSCRIPTION,B- 8400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,21329,5,,226.911.857,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MOL - MOBIS510,18340,5,,226.911.859,SUBSCRIPTION,B- 2400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,12/11/2025,ORANGE SHOP VEURNE - MOBIS460,21557,5,veel behelpen met voorhet eerst smartfoon,226.911.865,SUBSCRIPTION,B- 8630,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MONS GRANDS PRES - CELLULE 07BIS - MOBIS553,19408,5,,226.911.868,SUBSCRIPTION,B- 7000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,17063,5,,226.911.874,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP GOUDEN KRUISPUNT - MOBIS502,21411,5,zeer goede uitleg en hulp.rn vriendelijk,226.911.879,SUBSCRIPTION,B- 3390,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,TV (sales _ aftercare),Remote Control,Purchase
14/11/2025,12/11/2025,ORANGE SHOP ANTWERPEN MEIR - MOBIS288,17954,5,,226.911.881,SUBSCRIPTION,B- 2000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP WAREMME - MOBIS526,20947,5,,226.911.892,SUBSCRIPTION,B- 4300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP DINANT - MOBIS532,21082,5,,226.911.904,SUBSCRIPTION,B- 5500,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LIEGE PONT D'ILE - MOBIS402,19429,5,,226.911.913,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,APPLE REFURBISHED,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MOL - MOBIS510,18340,5,,226.911.932,SUBSCRIPTION,B- 2400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LIBRAMONT - MOBIS486,18341,5,,226.911.933,SUBSCRIPTION,B- 6800,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP WOLUWE STOCKEL - MOBIS521,21669,5,,226.911.936,SUBSCRIPTION,B- 1150,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LIEGE BELLE ILE SHOPPING CENTER - MOBIS525,18295,5,,226.911.950,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,14006,3,,226.911.952,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,12/11/2025,ORANGE SHOP ANDENNE - MOBIS489,17092,5,,226.911.970,SUBSCRIPTION,B- 5300,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MAASMECHELEN SHOPPING CENTER - MOBIS373,20979,4,hij was behulpzaam. goede uitleg over gsm en zeer vriendelijk,226.911.972,SUBSCRIPTION,B- 3630,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BASILIX SHOPPING CENTER - MOBIS519,18437,5,,226.911.975,SUBSCRIPTION,B- 1082,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,12350,5,,226.912.002,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17051,5,,226.912.015,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LEUVEN DIESTSESTRAAT - MOBIS299,12346,5,,226.912.018,SUBSCRIPTION,B- 3000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP WOLUWE SHOPPING CENTER - MOBIS520,21202,5,,226.912.025,SUBSCRIPTION,B- 1200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,OTHER,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BREE - MOBIS509,18336,4,waar zeer vriendelijk en behulpzaam,226.912.029,SUBSCRIPTION,B- 3960,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP HORNU CORA - MOBIS484,19436,5,,226.912.037,SUBSCRIPTION,B- 7301,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LOKEREN - MOBIS458,18851,5,goeie service,226.912.043,SUBSCRIPTION,B- 9160,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,20944,5,,226.912.060,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MONS GRANDS PRES SHOPPING CENTER - MOBIS471,21147,5,,226.912.062,SUBSCRIPTION,B- 7000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BRUXELLES RUE NEUVE - MOBIS199,17276,5,,226.912.066,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP NAMUR RUE DE FER - MOBIS522,20944,5,,226.912.073,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP NINOVE - MOBIS495,16584,4,,226.912.079,SUBSCRIPTION,B- 9400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP DOCKS SHOPPING - MOBIS421,18215,5,,226.912.090,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,19410,3,,226.912.110,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP WILRIJK - MOBIS504,20912,5,zeer behulpzaam en zeer vriendelijk en zeer goede uitleg gegeven,226.912.117,SUBSCRIPTION,B- 2610,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,16488,5,,226.912.127,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,OTHER,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MESSANCY CORA - MOBIS478,17051,5,,226.912.129,SUBSCRIPTION,B- 6780,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20963,5,,226.912.137,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP GENT LANGEMUNT - MOBIS273,21398,5,,226.912.145,SUBSCRIPTION,B- 9000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP COUVIN - MOBIS482,17070,4,,226.912.146,SUBSCRIPTION,B- 5660,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,17936,5,,226.912.162,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LA LOUVIERE CORA - MOBIS403,18611,5,,226.912.169,SUBSCRIPTION,B- 7100,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,20493,4,,226.912.171,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP ROCOURT CORA - MOBIS528,20955,4,,226.912.197,SUBSCRIPTION,B- 4000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP KUURNE SHOPPING CENTER - MOBIS468,AUTO,4,,226.912.201,SUBSCRIPTION,B- 8520,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,12/11/2025,ORANGE SHOP EEKLO - MOBIS463,16681,5,,226.912.218,SUBSCRIPTION,B- 9900,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,XIAOMI,Purchase
14/11/2025,12/11/2025,ORANGE SHOP ANDERLECHT WESTLAND SHOPPING CENTER - MOBIS348,17957,5,,226.912.228,SUBSCRIPTION,B- 1070,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP WIJNEGEM SHOPPING CENTER - MOBIS293,17955,5,super vriendelijke service,226.912.229,SUBSCRIPTION,B- 2110,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP CHATELINEAU CORA - MOBIS480,20493,5,j'ai eu les renseignements qu'il me fallait et tout s'est bien passer,226.912.237,SUBSCRIPTION,B- 6200,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP MOL - MOBIS510,18340,5,vriendelijk en behulpzaam,226.912.256,SUBSCRIPTION,B- 2400,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Screen Protector,Screen Protector,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,16488,3,,226.912.257,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Apple,Purchase
14/11/2025,12/11/2025,ORANGE SHOP NAMUR RUE DE L'ANGE - MOBIS473,18090,5,,226.912.260,SUBSCRIPTION,B- 5000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,ACCESSORY,ACCESSORY,Sox and Cover,Sox and Cover,Purchase
14/11/2025,12/11/2025,ORANGE SHOP LIEGE MEDIACITE - MOBIS530,20940,5,,226.912.265,SUBSCRIPTION,B- 4020,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP BRUXELLES CITY 2 SHOPPING CENTER - MOBIS513,16488,5,,226.912.283,SUBSCRIPTION,B- 1000,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
14/11/2025,12/11/2025,ORANGE SHOP FLERON - MOBIS529,20981,4,,226.912.284,SUBSCRIPTION,B- 4620,SUBSCRIBERS,OSO,Orange shops,MOBISTAR OWNED SHOPS,STANDALONE,STANDALONE,Standalone,Samsung,Purchase
